Unnamed: 0,open,high,low,close
2005-03-09,1321.21,1326.057,1310.3419999999999,1316.79
2005-03-10,1316.9,1316.9,1282.531,1286.23
2005-03-11,1283.81,1292.4660000000001,1278.215,1289.94
2005-03-14,1289.06,1304.048,1271.511,1293.5
2005-03-15,1293.13,1293.225,1266.739,1269.14
2005-03-16,1267.05,1268.165,1247.893,1255.59
2005-03-17,1255.98,1257.7939999999999,1242.513,1243.47
2005-03-18,1241.79,1248.03,1223.646,1227.4
2005-03-21,1225.86,1232.817,1220.828,1231.05
2005-03-22,1230.68,1231.6660000000002,1202.575,1206.92
2005-03-23,1204.86,1217.984,1194.593,1201.65
2005-03-24,1198.18,1208.594,1187.5810000000001,1208.19
2005-03-25,1206.29,1211.1019999999999,1199.9,1205.63
2005-03-28,1204.85,1204.85,1185.4560000000001,1200.11
2005-03-29,1199.69,1209.173,1194.645,1195.02
2005-03-30,1190.27,1191.052,1171.863,1172.57
2005-03-31,1166.82,1181.327,1162.0339999999999,1181.24
2005-04-01,1180.37,1237.326,1173.558,1223.57
2005-04-04,1212.12,1218.275,1196.945,1202.97
2005-04-05,1199.85,1209.119,1189.271,1191.74
2005-04-06,1191.07,1220.415,1183.9160000000002,1214.87
2005-04-07,1217.24,1248.062,1213.72,1225.49
2005-04-08,1225.05,1248.73,1218.766,1248.52
2005-04-11,1248.15,1252.789,1235.362,1240.97
2005-04-12,1238.18,1238.884,1218.61,1219.51
2005-04-13,1236.88,1254.191,1234.577,1248.2
2005-04-14,1252.21,1253.563,1233.237,1234.33
2005-04-15,1226.51,1226.505,1213.203,1216.96
2005-04-18,1212.39,1212.392,1190.984,1197.73
2005-04-19,1196.28,1202.393,1191.231,1199.9
2005-04-20,1198.39,1198.392,1178.642,1184.19
2005-04-21,1182.03,1190.496,1168.0819999999999,1172.56
2005-04-22,1170.51,1177.797,1163.447,1169.19
2005-04-25,1163.61,1164.785,1146.5,1157.97
2005-04-26,1154.63,1169.13,1151.647,1165.34
2005-04-27,1165.1,1166.063,1148.208,1148.76
2005-04-28,1145.75,1172.71,1135.756,1169.12
2005-04-29,1168.33,1170.1480000000001,1156.021,1159.15
2005-05-09,1162.64,1165.185,1130.59,1130.84
2005-05-10,1125.13,1135.8,1108.428,1135.56
2005-05-11,1134.6,1140.099,1122.06,1124.27
2005-05-12,1120.44,1122.893,1100.0839999999998,1103.99
2005-05-13,1101.61,1120.1689999999999,1093.281,1107.63
2005-05-16,1105.4,1105.397,1082.137,1095.47
2005-05-17,1091.26,1107.57,1083.943,1099.64
2005-05-18,1099.74,1108.778,1090.368,1102.96
2005-05-19,1101.75,1107.2089999999998,1083.266,1103.47
2005-05-20,1099.42,1108.5839999999998,1094.682,1099.27
2005-05-23,1095.31,1095.308,1069.4560000000001,1070.84
2005-05-24,1066.0,1078.056,1057.536,1073.85
2005-05-25,1072.52,1082.079,1065.0330000000001,1072.14
2005-05-26,1071.21,1077.434,1055.885,1058.87
2005-05-27,1056.32,1068.2089999999998,1050.0839999999998,1051.95
2005-05-30,1047.47,1063.9289999999999,1043.276,1060.16
2005-05-31,1062.49,1070.482,1057.748,1060.74
2005-06-01,1059.61,1063.506,1035.7060000000001,1039.19
2005-06-02,1036.73,1036.73,1008.7689999999999,1016.06
2005-06-03,1013.9,1019.887,1000.5219999999999,1013.64
2005-06-06,1011.2,1034.759,998.315,1034.38
2005-06-07,1037.32,1055.495,1029.539,1030.94
2005-06-08,1042.24,1118.6689999999999,1040.23,1115.58
2005-06-09,1115.98,1146.417,1103.907,1131.05
2005-06-10,1128.8,1128.799,1102.165,1108.29
2005-06-13,1105.96,1111.869,1085.885,1106.29
2005-06-14,1109.44,1119.643,1092.583,1093.46
2005-06-15,1088.85,1090.399,1070.066,1072.84
2005-06-16,1071.77,1086.348,1064.035,1086.01
2005-06-17,1090.11,1094.5230000000001,1079.085,1085.61
2005-06-20,1088.43,1115.8110000000001,1073.4460000000001,1115.62
2005-06-21,1115.66,1115.665,1098.938,1101.49
2005-06-22,1097.33,1103.249,1090.8319999999999,1102.03
2005-06-23,1100.42,1106.745,1092.496,1093.7
2005-06-24,1090.34,1102.07,1087.9160000000002,1101.88
2005-06-27,1108.46,1129.877,1108.465,1124.64
2005-06-28,1120.94,1120.945,1105.387,1108.59
2005-06-29,1111.94,1113.49,1103.95,1104.99
2005-06-30,1103.48,1103.4769999999999,1078.138,1080.94
2005-07-01,1077.31,1077.313,1053.8319999999999,1055.59
2005-07-04,1050.24,1050.242,1030.1789999999999,1047.28
2005-07-05,1041.98,1047.819,1032.598,1039.04
2005-07-06,1040.7,1044.681,1028.235,1033.55
2005-07-07,1033.22,1044.05,1030.5230000000001,1038.6
2005-07-08,1034.04,1034.643,1015.4010000000001,1017.98
2005-07-11,1026.79,1043.019,1009.1510000000001,1011.5
2005-07-12,1007.9,1048.616,1004.1569999999999,1046.16
2005-07-13,1040.48,1045.874,1033.894,1037.39
2005-07-14,1035.53,1049.83,1033.221,1040.42
2005-07-15,1039.74,1046.364,1021.998,1026.12
2005-07-18,1023.38,1023.38,1008.534,1012.1
2005-07-19,1010.24,1020.567,1004.7660000000001,1014.36
2005-07-20,1013.98,1025.047,1008.7289999999999,1021.05
2005-07-21,1020.69,1022.03,1010.0089999999999,1020.63
2005-07-22,1026.13,1054.5819999999999,1024.001,1046.32
2005-07-25,1045.27,1048.971,1040.5919999999999,1045.4
2005-07-26,1047.42,1077.9560000000001,1047.3210000000001,1072.81
2005-07-27,1072.56,1090.021,1068.518,1089.91
2005-07-28,1090.11,1097.5539999999999,1083.357,1086.55
2005-07-29,1084.97,1088.451,1077.141,1083.03
2005-08-01,1082.8,1094.151,1081.118,1088.95
2005-08-02,1089.75,1104.037,1084.796,1104.04
2005-08-03,1107.47,1120.649,1103.963,1107.7
2005-08-04,1104.91,1108.109,1099.134,1102.59
2005-08-05,1102.6,1129.068,1102.596,1128.74
2005-08-08,1131.8,1146.633,1131.803,1138.88
2005-08-09,1139.12,1152.904,1130.585,1152.53
2005-08-10,1153.21,1165.03,1145.011,1165.03
2005-08-11,1165.44,1184.09,1164.17,1183.58
2005-08-12,1185.27,1191.83,1162.025,1167.91
2005-08-15,1167.03,1187.75,1163.89,1187.01
2005-08-16,1188.02,1192.88,1170.11,1177.28
2005-08-17,1172.62,1193.21,1160.28,1192.83
2005-08-18,1194.44,1201.6760000000002,1146.7,1148.04
2005-08-19,1144.69,1157.37,1132.865,1150.18
2005-08-22,1149.57,1161.863,1142.684,1158.6
2005-08-23,1158.37,1159.631,1139.45,1149.96
2005-08-24,1151.45,1171.35,1151.45,1167.14
2005-08-25,1168.55,1172.57,1157.183,1172.47
2005-08-26,1172.68,1174.38,1164.011,1171.86
2005-08-29,1172.0,1171.999,1147.9489999999998,1154.43
2005-08-30,1150.56,1153.621,1145.2830000000001,1146.38
2005-08-31,1145.65,1163.434,1140.221,1162.8
2005-09-01,1163.34,1185.647,1160.0639999999999,1184.93
2005-09-02,1187.06,1188.877,1179.188,1188.85
2005-09-05,1189.88,1196.826,1184.031,1196.22
2005-09-06,1197.12,1201.8239999999998,1172.249,1173.32
2005-09-07,1170.77,1194.497,1168.604,1194.31
2005-09-08,1196.27,1201.3339999999998,1184.895,1194.41
2005-09-09,1194.88,1204.299,1184.502,1189.63
2005-09-12,1189.75,1191.93,1181.476,1188.21
2005-09-13,1188.25,1207.401,1186.2269999999999,1207.16
2005-09-14,1209.27,1217.261,1204.56,1217.26
2005-09-15,1217.52,1218.941,1210.886,1217.28
2005-09-16,1217.42,1217.66,1208.619,1212.95
2005-09-19,1213.36,1220.911,1210.188,1220.63
2005-09-20,1222.26,1223.565,1204.91,1212.62
2005-09-21,1210.85,1210.8519999999999,1186.983,1187.99
2005-09-22,1183.77,1185.4089999999999,1147.339,1159.96
2005-09-23,1157.3,1164.558,1150.0410000000002,1151.98
2005-09-26,1151.02,1155.5739999999998,1147.313,1155.04
2005-09-27,1155.05,1157.7730000000001,1132.527,1133.24
2005-09-28,1131.32,1142.41,1129.059,1131.77
2005-09-29,1134.44,1155.662,1134.441,1155.48
2005-09-30,1156.68,1158.64,1150.6589999999999,1155.61
2005-10-10,1153.04,1153.3980000000001,1137.289,1138.95
2005-10-11,1137.95,1157.287,1134.197,1157.19
2005-10-12,1156.61,1165.6660000000002,1152.26,1161.85
2005-10-13,1162.02,1165.253,1152.089,1152.61
2005-10-14,1152.37,1154.2939999999999,1135.509,1139.55
2005-10-17,1138.38,1138.379,1121.968,1131.38
2005-10-18,1131.26,1141.934,1129.671,1141.2
2005-10-19,1141.05,1150.586,1132.517,1134.61
2005-10-20,1133.45,1136.3139999999999,1119.44,1135.95
2005-10-21,1135.61,1145.911,1132.4389999999999,1141.32
2005-10-24,1141.33,1143.447,1134.013,1141.17
2005-10-25,1140.17,1140.173,1121.286,1121.92
2005-10-26,1117.35,1118.788,1094.601,1097.16
2005-10-27,1092.45,1101.234,1087.484,1097.78
2005-10-28,1097.59,1102.0230000000001,1067.424,1080.87
2005-10-31,1079.04,1096.118,1078.407,1092.82
2005-11-01,1091.68,1094.153,1074.328,1089.95
2005-11-02,1090.0,1108.884,1089.997,1104.79
2005-11-03,1104.59,1111.238,1090.8310000000001,1095.27
2005-11-04,1094.26,1100.302,1087.886,1100.05
2005-11-07,1099.53,1100.89,1089.856,1100.65
2005-11-08,1099.94,1110.951,1092.5639999999999,1110.15
2005-11-09,1110.26,1117.063,1107.6680000000001,1108.15
2005-11-10,1106.94,1106.944,1086.232,1088.3
2005-11-11,1085.69,1094.306,1078.619,1090.19
2005-11-14,1087.87,1089.646,1083.107,1088.65
2005-11-15,1088.51,1098.85,1082.8,1087.51
2005-11-16,1086.83,1096.06,1075.5330000000001,1095.89
2005-11-17,1094.94,1098.675,1090.432,1095.31
2005-11-18,1095.52,1122.579,1093.542,1117.0
2005-11-21,1117.89,1122.879,1114.252,1119.94
2005-11-22,1118.91,1118.913,1098.529,1098.65
2005-11-23,1096.56,1106.464,1094.031,1105.75
2005-11-24,1105.34,1117.638,1103.822,1113.37
2005-11-25,1113.56,1115.03,1107.228,1114.92
2005-11-28,1113.6,1119.35,1107.0,1110.82
2005-11-29,1108.87,1110.3,1095.43,1096.99
2005-11-30,1094.63,1099.48,1090.725,1099.26
2005-12-01,1098.78,1104.49,1094.44,1098.75
2005-12-02,1099.22,1102.6860000000001,1089.59,1094.29
2005-12-05,1092.36,1092.359,1077.431,1079.2
2005-12-06,1076.09,1089.1789999999999,1074.0430000000001,1087.79
2005-12-07,1087.63,1100.048,1086.8339999999998,1099.62
2005-12-08,1100.93,1106.165,1093.007,1098.32
2005-12-09,1097.12,1114.538,1094.759,1113.48
2005-12-12,1115.4,1118.506,1109.099,1116.37
2005-12-13,1114.69,1119.132,1106.7939999999999,1117.85
2005-12-14,1117.54,1127.243,1110.213,1125.39
2005-12-15,1125.5,1134.665,1121.556,1123.56
2005-12-16,1121.85,1127.889,1118.95,1127.51
2005-12-19,1127.63,1134.461,1123.5339999999999,1131.75
2005-12-20,1131.8,1136.386,1126.996,1136.34
2005-12-21,1135.98,1142.393,1128.981,1130.76
2005-12-22,1129.56,1135.923,1125.9660000000001,1135.24
2005-12-23,1135.71,1144.94,1135.15,1144.87
2005-12-26,1146.02,1159.75,1145.3419999999999,1156.82
2005-12-27,1157.49,1157.8239999999998,1149.847,1154.29
2005-12-28,1155.12,1157.1660000000002,1149.2730000000001,1157.03
2005-12-29,1157.51,1169.862,1157.506,1169.86
2005-12-30,1171.58,1172.972,1159.117,1161.06
2006-01-04,1163.88,1181.004,1162.019,1180.96
2006-01-05,1183.31,1197.6589999999999,1180.5330000000001,1197.27
2006-01-06,1198.81,1215.492,1191.634,1209.42
2006-01-09,1210.32,1217.266,1205.248,1215.67
2006-01-10,1215.85,1220.733,1203.767,1220.62
2006-01-11,1219.81,1223.535,1204.045,1211.05
2006-01-12,1208.77,1227.173,1205.2939999999999,1226.7
2006-01-13,1228.16,1231.22,1214.886,1221.46
2006-01-16,1220.79,1221.336,1202.5919999999999,1202.87
2006-01-17,1200.26,1209.016,1198.868,1208.44
2006-01-18,1207.53,1234.411,1206.359,1233.35
2006-01-19,1235.18,1251.853,1230.889,1251.58
2006-01-20,1251.41,1258.465,1247.205,1255.31
2006-01-23,1254.57,1257.2730000000001,1244.2930000000001,1255.77
2006-01-24,1256.01,1262.0610000000001,1247.008,1252.06
2006-01-25,1250.79,1260.174,1245.934,1258.05
2006-02-06,1265.15,1287.67,1264.655,1287.63
2006-02-07,1289.87,1297.357,1270.726,1282.1
2006-02-08,1283.74,1291.644,1276.236,1290.06
2006-02-09,1287.89,1288.339,1266.873,1269.45
2006-02-10,1270.19,1284.001,1266.38,1282.66
2006-02-13,1283.63,1284.8419999999999,1267.624,1279.64
2006-02-14,1279.63,1286.38,1276.027,1286.33
2006-02-15,1289.14,1300.862,1288.645,1299.17
2006-02-16,1298.5,1298.497,1268.6860000000001,1270.63
2006-02-17,1269.4,1279.969,1265.154,1267.41
2006-02-20,1267.08,1279.213,1265.455,1267.54
2006-02-21,1265.72,1288.546,1256.984,1288.42
2006-02-22,1288.85,1297.722,1282.99,1284.23
2006-02-23,1284.13,1289.86,1273.942,1288.85
2006-02-24,1289.43,1297.3319999999999,1286.97,1296.87
2006-02-27,1298.25,1304.33,1293.532,1297.19
2006-02-28,1294.81,1299.371,1277.9669999999999,1299.03
2006-03-01,1299.19,1308.0919999999999,1297.875,1306.59
2006-03-02,1305.98,1307.5639999999999,1281.934,1285.67
2006-03-03,1284.61,1295.151,1275.693,1293.3
2006-03-06,1292.75,1296.847,1286.6960000000001,1288.95
2006-03-07,1288.26,1288.255,1257.652,1259.92
2006-03-08,1255.45,1258.127,1238.247,1250.38
2006-03-09,1247.46,1253.744,1242.777,1245.17
2006-03-10,1245.19,1253.884,1240.774,1245.65
2006-03-13,1245.39,1259.828,1245.394,1259.67
2006-03-14,1260.54,1262.738,1250.289,1259.04
2006-03-15,1259.23,1275.14,1258.239,1274.81
2006-03-16,1274.8,1277.065,1270.91,1274.19
2006-03-17,1273.01,1276.611,1265.606,1269.46
2006-03-20,1269.58,1288.58,1264.412,1288.42
2006-03-21,1288.56,1297.567,1285.431,1290.39
2006-03-22,1289.46,1296.903,1281.507,1296.71
2006-03-23,1296.19,1302.665,1289.68,1302.46
2006-03-24,1302.13,1307.848,1293.404,1294.7
2006-03-27,1296.07,1296.465,1283.702,1295.91
2006-03-28,1294.94,1302.609,1293.4360000000001,1298.79
2006-03-29,1299.38,1312.953,1296.61,1305.57
2006-03-30,1305.84,1308.496,1293.903,1294.72
2006-03-31,1291.52,1298.673,1285.735,1298.3
2006-04-03,1298.68,1319.47,1298.684,1319.47
2006-04-04,1319.84,1330.014,1315.605,1329.8
2006-04-05,1330.56,1341.504,1326.533,1340.16
2006-04-06,1341.74,1348.52,1336.457,1339.74
2006-04-07,1340.65,1345.246,1330.6029999999998,1342.96
2006-04-10,1344.1,1359.13,1339.69,1359.08
2006-04-11,1361.14,1366.389,1350.385,1362.23
2006-04-12,1361.74,1364.68,1355.691,1360.13
2006-04-13,1358.13,1364.2089999999998,1331.7479999999998,1332.33
2006-04-14,1328.96,1360.0379999999998,1328.4779999999998,1359.54
2006-04-17,1359.4,1383.401,1353.396,1378.61
2006-04-18,1379.82,1391.3270000000002,1370.329,1385.11
2006-04-19,1389.52,1399.1879999999999,1378.859,1396.7
2006-04-20,1398.31,1403.723,1377.5770000000002,1385.9
2006-04-21,1386.42,1419.6429999999998,1383.575,1416.79
2006-04-24,1424.35,1428.3829999999998,1402.4460000000001,1409.79
2006-04-25,1405.9,1409.148,1386.217,1399.77
2006-04-26,1399.07,1426.614,1397.54,1417.48
2006-04-27,1419.91,1424.16,1407.261,1416.73
2006-04-28,1397.63,1444.707,1389.346,1440.22
2006-05-08,1446.99,1497.1,1446.9920000000002,1497.1
2006-05-09,1503.24,1532.256,1498.1229999999998,1531.16
2006-05-10,1536.91,1553.628,1518.364,1545.69
2006-05-11,1547.56,1583.506,1536.389,1537.38
2006-05-12,1532.88,1602.83,1531.3010000000002,1602.83
2006-05-15,1622.69,1664.435,1606.6970000000001,1664.09
2006-05-16,1653.9,1678.494,1604.951,1613.25
2006-05-17,1613.23,1640.3410000000001,1592.2679999999998,1625.15
2006-05-18,1611.66,1629.5420000000001,1583.0079999999998,1617.28
2006-05-19,1621.87,1664.5929999999998,1610.158,1659.55
2006-05-22,1655.76,1674.1979999999999,1647.101,1657.69
2006-05-23,1647.96,1648.28,1597.306,1604.55
2006-05-24,1615.31,1634.335,1562.3870000000002,1590.92
2006-05-25,1585.47,1598.4820000000002,1563.981,1591.42
2006-05-26,1596.57,1614.5420000000001,1593.1470000000002,1613.89
2006-05-29,1624.36,1648.79,1609.111,1648.54
2006-05-30,1654.98,1663.2520000000002,1635.246,1657.29
2006-05-31,1655.12,1666.9479999999999,1628.88,1641.3
2006-06-01,1639.67,1684.71,1635.746,1684.19
2006-06-02,1690.49,1695.361,1659.4129999999998,1669.4
2006-06-05,1669.236,1685.0,1640.31,1684.62
2006-06-06,1681.22,1692.734,1672.8929999999998,1679.13
2006-06-07,1678.24,1678.2379999999998,1588.971,1589.55
2006-06-08,1576.43,1595.856,1541.121,1591.49
2006-06-09,1583.96,1594.4379999999999,1550.254,1551.38
2006-06-12,1540.22,1566.4260000000002,1529.747,1552.8
2006-06-13,1552.89,1570.0720000000001,1532.352,1548.49
2006-06-14,1536.89,1537.1589999999999,1513.249,1531.33
2006-06-15,1531.25,1551.1229999999998,1528.682,1533.98
2006-06-16,1540.19,1574.47,1540.1870000000001,1574.47
2006-06-19,1553.44,1591.85,1545.1429999999998,1586.29
2006-06-20,1583.87,1592.48,1572.6,1592.33
2006-06-21,1590.61,1617.287,1570.234,1598.12
2006-06-22,1593.1,1605.0529999999999,1587.799,1596.07
2006-06-23,1591.94,1607.7979999999998,1582.171,1605.71
2006-06-26,1609.62,1635.72,1609.101,1633.45
2006-06-27,1638.77,1642.4879999999998,1627.684,1639.55
2006-06-28,1638.23,1642.3139999999999,1627.139,1639.29
2006-06-29,1641.93,1671.945,1641.9279999999999,1671.62
2006-06-30,1683.65,1690.953,1662.7079999999999,1672.21
2006-07-03,1677.31,1697.774,1670.067,1697.28
2006-07-04,1701.04,1702.181,1670.5379999999998,1681.55
2006-07-05,1756.11,1756.355,1704.338,1718.56
2006-07-06,1714.15,1742.1729999999998,1711.671,1741.47
2006-07-07,1746.52,1750.0279999999998,1724.733,1730.19
2006-07-10,1729.85,1736.9620000000002,1715.957,1734.33
2006-07-11,1736.53,1746.193,1725.328,1745.81
2006-07-12,1745.78,1753.126,1737.999,1740.0
2006-07-13,1736.21,1737.521,1654.6770000000001,1655.77
2006-07-14,1641.14,1676.746,1634.158,1665.21
2006-07-17,1659.16,1684.33,1653.68,1682.89
2006-07-18,1682.36,1684.6470000000002,1666.6879999999999,1684.25
2006-07-19,1680.62,1680.616,1637.5179999999998,1645.16
2006-07-20,1642.62,1657.872,1636.9379999999999,1655.12
2006-07-21,1654.25,1669.227,1653.96,1665.33
2006-07-24,1648.75,1667.594,1632.775,1665.94
2006-07-25,1668.14,1690.4229999999998,1668.138,1685.46
2006-07-26,1688.54,1691.4160000000002,1675.662,1686.65
2006-07-27,1684.61,1701.401,1665.602,1675.17
2006-07-28,1674.43,1678.527,1646.4779999999998,1662.03
2006-07-31,1659.54,1659.535,1611.257,1612.73
2006-08-01,1619.635,1624.872,1596.704,1600.61
2006-08-02,1600.6,1608.78,1577.93,1600.87
2006-08-03,1599.746,1609.386,1587.119,1601.06
2006-08-04,1601.05,1612.04,1567.25,1570.15
2006-08-07,1570.1,1570.1,1545.23,1547.44
2006-08-08,1547.91,1581.75,1547.91,1580.58
2006-08-09,1580.58,1585.04,1571.76,1578.57
2006-08-10,1578.51,1606.88,1578.2,1606.07
2006-08-11,1606.07,1610.65,1596.22,1605.93
2006-08-14,1605.84,1611.63,1566.72,1570.74
2006-08-15,1570.74,1596.65,1564.43,1595.66
2006-08-16,1595.66,1616.41,1592.0,1616.41
2006-08-17,1616.25,1616.25,1592.97,1603.33
2006-08-18,1603.31,1614.31,1596.6,1598.02
2006-08-21,1597.88,1602.03,1558.11,1601.15
2006-08-22,1601.08,1619.02,1598.79,1613.36
2006-08-23,1613.29,1621.39,1608.78,1612.4
2006-08-24,1612.26,1623.15,1601.9,1623.02
2006-08-25,1622.481,1630.036,1619.7420000000002,1623.03
2006-08-28,1623.03,1651.28,1623.03,1650.44
2006-08-29,1652.67,1667.52,1649.67,1651.02
2006-08-30,1651.02,1656.19,1640.28,1655.19
2006-08-31,1655.17,1661.4,1650.0,1658.64
2006-09-01,1658.64,1660.51,1634.03,1636.69
2006-09-04,1636.69,1657.69,1635.15,1657.52
2006-09-05,1659.74,1669.84,1657.2,1664.08
2006-09-06,1664.08,1672.26,1656.93,1672.12
2006-09-07,1672.12,1683.78,1655.44,1661.19
2006-09-08,1661.19,1671.28,1658.69,1667.98
2006-09-11,1667.98,1675.09,1653.1,1674.97
2006-09-12,1674.97,1699.27,1673.52,1695.86
2006-09-13,1695.86,1713.82,1687.05,1689.39
2006-09-14,1689.63,1696.43,1672.88,1689.69
2006-09-15,1689.69,1722.57,1689.63,1721.05
2006-09-18,1721.05,1733.39,1719.24,1732.99
2006-09-19,1732.99,1743.02,1728.29,1735.24
2006-09-20,1735.24,1737.67,1720.88,1732.45
2006-09-21,1731.48,1743.63,1731.34,1740.9
2006-09-22,1740.9,1746.62,1724.11,1725.36
2006-09-25,1725.36,1732.24,1709.81,1722.37
2006-09-26,1722.37,1722.37,1704.79,1712.64
2006-09-27,1712.64,1725.5,1709.77,1725.04
2006-09-28,1725.52,1740.72,1722.22,1736.96
2006-09-29,1736.96,1755.52,1736.96,1752.42
2006-10-09,1752.42,1785.63,1752.42,1785.38
2006-10-10,1785.39,1793.13,1771.86,1784.86
2006-10-11,1784.86,1792.76,1771.1,1790.1
2006-10-12,1790.1,1792.12,1774.25,1778.18
2006-10-13,1775.021,1792.799,1773.267,1784.66
2006-10-16,1788.94,1788.94,1766.31,1771.3
2006-10-17,1771.3,1777.59,1758.55,1763.9
2006-10-18,1763.9,1787.59,1760.95,1787.18
2006-10-19,1787.19,1799.22,1784.44,1792.25
2006-10-20,1792.25,1801.14,1786.39,1790.36
2006-10-23,1790.36,1797.21,1753.59,1759.39
2006-10-24,1759.39,1805.18,1758.19,1805.18
2006-10-25,1805.18,1825.48,1789.92,1806.65
2006-10-26,1806.65,1816.76,1791.99,1810.65
2006-10-27,1810.65,1842.26,1803.25,1807.17
2006-10-30,1807.18,1815.54,1788.29,1809.66
2006-10-31,1811.47,1839.32,1811.47,1837.99
2006-11-01,1837.99,1855.85,1833.35,1855.71
2006-11-02,1855.71,1857.04,1835.48,1851.31
2006-11-03,1851.31,1873.66,1850.16,1866.36
2006-11-06,1866.36,1886.52,1846.17,1886.31
2006-11-07,1886.31,1897.08,1863.43,1889.53
2006-11-08,1889.53,1889.53,1865.22,1866.82
2006-11-09,1866.82,1898.73,1858.6,1896.48
2006-11-10,1896.48,1920.13,1871.03,1883.35
2006-11-13,1883.35,1905.8,1852.1,1863.77
2006-11-14,1863.77,1888.37,1841.85,1888.24
2006-11-15,1888.24,1922.98,1878.7,1922.93
2006-11-16,1922.94,1976.05,1922.94,1941.55
2006-11-17,1941.55,1972.61,1925.65,1971.79
2006-11-20,1977.529,2018.0,1977.529,2017.28
2006-11-21,2017.28,2037.74,1988.93,2037.55
2006-11-22,2037.55,2062.8,2010.99,2041.36
2006-11-23,2041.36,2071.12,2041.36,2062.36
2006-11-24,2062.36,2062.36,2022.63,2050.81
2006-11-27,2050.81,2050.81,2022.41,2047.28
2006-11-28,2047.28,2051.49,2016.61,2038.72
2006-11-29,2038.72,2059.58,1992.54,2054.09
2006-11-30,2054.09,2101.86,2054.09,2099.29
2006-12-01,2106.3,2112.35,2088.08,2102.05
2006-12-04,2102.05,2164.59,2100.56,2161.65
2006-12-05,2161.65,2195.53,2159.63,2173.28
2006-12-06,2173.29,2192.9,2097.42,2156.6
2006-12-07,2156.53,2206.4,2145.98,2156.75
2006-12-08,2133.36,2163.82,2090.65,2093.64
2006-12-11,2093.64,2181.07,2084.5,2180.5
2006-12-12,2180.5,2228.64,2180.5,2218.95
2006-12-13,2218.95,2244.41,2195.82,2223.45
2006-12-14,2223.46,2250.32,2212.95,2249.11
2006-12-15,2249.11,2275.27,2241.72,2273.91
2006-12-18,2273.91,2334.48,2273.91,2332.43
2006-12-19,2332.43,2381.63,2316.17,2364.18
2006-12-20,2364.18,2380.88,2332.93,2373.2
2006-12-21,2373.21,2386.82,2339.99,2342.94
2006-12-22,2342.94,2366.69,2322.0,2343.67
2006-12-25,2343.61,2452.43,2343.61,2435.76
2006-12-26,2435.76,2505.21,2425.03,2479.73
2006-12-27,2479.73,2538.66,2461.09,2536.39
2006-12-28,2536.39,2611.74,2530.33,2567.59
2006-12-29,2567.59,2698.67,2567.59,2675.47
2007-01-04,2728.19,2847.62,2686.33,2715.72
2007-01-05,2715.72,2715.72,2619.04,2641.33
2007-01-08,2621.07,2708.43,2620.63,2707.2
2007-01-09,2707.2,2809.39,2691.36,2807.8
2007-01-10,2807.8,2841.22,2771.16,2825.58
2007-01-11,2819.37,2841.16,2763.89,2770.11
2007-01-12,2770.11,2781.73,2653.02,2668.11
2007-01-15,2668.11,2795.33,2659.04,2794.7
2007-01-16,2794.7,2830.8,2757.21,2821.02
2007-01-17,2821.02,2870.42,2742.59,2778.9
